Hour of year,Demand (MW),Demand (MW)-90%fromHydro
4412,24218.8,21796.92
4413,23938.8,21544.92
4414,22898,20608.2
4415,19964.1,17967.69
4416,19275.4,17347.86
4417,18504.5,16654.05
4418,18361.6,16525.44
4419,17955.4,16159.86
4420,18033.7,16230.33
4421,17939.2,16145.28
4422,20033.6,18030.24
4423,21591.6,19432.44
4424,22457.8,20212.02
4425,23024.3,20721.87
4426,22934.2,20640.78
4427,24129.1,21716.19
4428,24542,22087.8
4429,24281.9,21853.71
4430,24307.7,21876.93
4431,24657.2,22191.48
4432,24959.6,22463.64
4433,24938.5,22444.65
4434,24877.9,22390.11
4435,24441.3,21997.17
4436,23764.3,21387.87
4437,23889,21500.1
4438,22402,20161.8
4439,20587,18528.3
4440,19097,17187.3
4441,18865.5,16978.95
4442,18633,16769.7
4443,18230,16407
4444,18209.3,16388.37
4445,18497.3,16647.57
4446,19334.9,17401.41
4447,22392.3,20153.07
4448,23435.5,21091.95
4449,24051.1,21645.99
4450,24365.3,21928.77
4451,24642.5,22178.25
4452,24579.5,22121.55
4453,24429.5,21986.55
4454,24365.7,21929.13
4455,24361.4,21925.26
4456,24449.6,22004.64
4457,24998,22498.2
4458,24874.6,22387.14
4459,24516.1,22064.49
4460,24214.5,21793.05
4461,24018.9,21617.01
4462,23439.6,21095.64
4463,20905.2,18814.68
4464,19853.1,17867.79
4465,18915.6,17024.04
4466,18564.8,16708.32
4467,17884.5,16096.05
4468,17644.5,15880.05
4469,17698,15928.2
4470,19328.9,17396.01
4471,22313.8,20082.42
4472,23852.7,21467.43
4473,24444.5,22000.05
4474,24799.7,22319.73
4475,25125.5,22612.95
4476,25128.7,22615.83
4477,25254.2,22728.78
4478,25236.5,22712.85
4479,24959.5,22463.55
4480,25189.9,22670.91
4481,25350.8,22815.72
4482,24997,22497.3
4483,24432.2,21988.98
4484,24354.9,21919.41
4485,24170.4,21753.36
4486,23316.9,20985.21
4487,21759.1,19583.19
4488,20308.9,18278.01
4489,19552.3,17597.07
4490,19298.5,17368.65
4491,19093.8,17184.42
4492,19221.8,17299.62
4493,18101.5,16291.35
4494,18031.8,16228.62
4495,19861.8,17875.62
4496,21739.4,19565.46
4497,22687.2,20418.48
4498,22828.3,20545.47
4499,23295.4,20965.86
4500,23200,20880
4501,22748.3,20473.47
4502,22537.6,20283.84
4503,22696.6,20426.94
4504,22205,19984.5
4505,22542.9,20288.61
4506,22374,20136.6
4507,21874.7,19687.23
4508,21443,19298.7
4509,21564.2,19407.78
4510,21027.1,18924.39
4511,19827,17844.3
4512,19034.1,17130.69
4513,18535.6,16682.04
4514,18035.2,16231.68
4515,17337.4,15603.66
4516,16873.6,15186.24
4517,16610.2,14949.18
4518,16873.9,15186.51
4519,18355.2,16519.68
4520,19835.2,17851.68
4521,20783.3,18704.97
4522,21227.2,19104.48
4523,21384.4,19245.96
4524,21335.8,19202.22
4525,20933.1,18839.79
4526,20592.1,18532.89
4527,20556.5,18500.85
4528,21841.8,19657.62
4529,21639.9,19475.91
4530,21491.2,19342.08
4531,21369,19232.1
4532,21224.3,19101.87
4533,21382.4,19244.16
4534,20472.8,18425.52
4535,19543.7,17589.33
4536,17710.4,15939.36
4537,17019.4,15317.46
4538,16720.5,15048.45
4539,16440.2,14796.18
4540,16575.7,14918.13
4541,17052.9,15347.61
4542,19103.4,17193.06
4543,21282.9,19154.61
4544,22539.4,20285.46
4545,23192.2,20872.98
4546,23416.9,21075.21
4547,23737.1,21363.39
4548,23510.3,21159.27
4549,23559.5,21203.55
4550,23494.2,21144.78
4551,23318.5,20986.65
4552,23532.9,21179.61
4553,24143.2,21728.88
4554,23729.7,21356.73
4555,23329.2,20996.28
4556,23013.2,20711.88
4557,23118.1,20806.29
4558,22010.5,19809.45
4559,19603.2,17642.88
4560,18245.8,16421.22
4561,17865.3,16078.77
4562,17440.7,15696.63
4563,17172.4,15455.16
4564,17013.4,15312.06
4565,17610,15849
4566,18939.1,17045.19
4567,22008.6,19807.74
4568,22665.5,20398.95
4569,23004.7,20704.23
4570,23430.2,21087.18
4571,23922.5,21530.25
4572,23785.2,21406.68
4573,23955.7,21560.13
4574,23682,21313.8
4575,23704.8,21334.32
4576,24269.7,21842.73
4577,24441.5,21997.35
4578,24167.3,21750.57
4579,23556.1,21200.49
4580,22919.5,20627.55
4581,23253.4,20928.06
4582,22170.1,19953.09
4583,19634.1,17670.69
4584,17978.3,16180.47
4585,18688.5,16819.65
4586,17580.7,15822.63
4587,17357.9,15622.11
4588,17274.2,15546.78
4589,17801.7,16021.53
4590,19769.2,17792.28
4591,21850.6,19665.54
4592,22709.9,20438.91
4593,23042.6,20738.34
4594,24171.3,21754.17
4595,23381.2,21043.08
4596,22870.9,20583.81
4597,21620.4,19458.36
4598,23046.7,20742.03
4599,22819.8,20537.82
4600,24736.4,22262.76
4601,25186.4,22667.76
4602,24541.3,22087.17
4603,24137.4,21723.66
4604,24083.2,21674.88
4605,23607.8,21247.02
4606,22932.6,20639.34
4607,19567.9,17611.11
4608,18591.6,16732.44
4609,17953.6,16158.24
4610,17558.6,15802.74
4611,17245.5,15520.95
4612,17211.4,15490.26
4613,17462.7,15716.43
4614,18866.8,16980.12
4615,21696.1,19526.49
4616,23205,20884.5
4617,23695.5,21325.95
4618,24244.2,21819.78
4619,24930.5,22437.45
4620,25348.6,22813.74
4621,24985.3,22486.77
4622,25101.8,22591.62
4623,24887.7,22398.93
4624,25021.9,22519.71
4625,24897.6,22407.84
4626,24873.7,22386.33
4627,24737,22263.3
4628,24714.8,22243.32
4629,25283.6,22755.24
4630,23272,20944.8
4631,20184.3,18165.87
4632,18726.2,16853.58
4633,18359.7,16523.73
4634,17959.7,16163.73
4635,17643.6,15879.24
4636,17600,15840
4637,18069,16262.1
4638,19159.7,17243.73
4639,22403.4,20163.06
4640,23739.9,21365.91
4641,24224.7,21802.23
4642,24584,22125.6
4643,25545.6,22991.04
4644,25471,22923.9
4645,25343.2,22808.88
4646,25981,23382.9
4647,25759,23183.1
4648,25783.7,23205.33
4649,26100.8,23490.72
4650,25964.6,23368.14
4651,25589.4,23030.46
4652,24372.4,21935.16
4653,24115.3,21703.77
4654,23204.7,20884.23
4655,20471.1,18423.99
4656,19284.9,17356.41
4657,18621,16758.9
4658,18423.2,16580.88
4659,18028.6,16225.74
4660,17806.5,16025.85
4661,17694.6,15925.14
4662,18102.8,16292.52
4663,19178.9,17261.01
4664,21082.6,18974.34
4665,21931.7,19738.53
4666,22079.9,19871.91
4667,23865.9,21479.31
4668,24662.5,22196.25
4669,22690.4,20421.36
4670,23033.3,20729.97
4671,23920.4,21528.36
4672,23704.1,21333.69
4673,23610,21249
4674,24015.4,21613.86
4675,22256.1,20030.49
4676,22523.8,20271.42
4677,22336.6,20102.94
4678,20957.8,18862.02
4679,19954.6,17959.14
4680,19104.3,17193.87
4681,18585.3,16726.77
4682,18157.6,16341.84
4683,17935.7,16142.13
4684,17910.3,16119.27
4685,17730,15957
4686,18149.9,16334.91
4687,18713.8,16842.42
4688,20262.2,18235.98
4689,21452.5,19307.25
4690,22283,20054.7
4691,23526.6,21173.94
4692,22680.8,20412.72
4693,23474.9,21127.41
4694,23794,21414.6
4695,23244.3,20919.87
4696,23133,20819.7
4697,22968.7,20671.83
4698,22687.7,20418.93
4699,22393.7,20154.33
4700,22520.4,20268.36
4701,22202,19981.8
4702,21051.5,18946.35
4703,19498.8,17548.92
4704,18825.2,16942.68
4705,18361.3,16525.17
4706,18219.2,16397.28
4707,18103.1,16292.79
4708,18143.4,16329.06
4709,18311.3,16480.17
4710,19418,17476.2
4711,22594.4,20334.96
4712,23872.2,21484.98
4713,25036.8,22533.12
4714,25842,23257.8
4715,26501.6,23851.44
4716,26422.8,23780.52
4717,26263.2,23636.88
4718,26133.8,23520.42
4719,26029.1,23426.19
4720,26127.8,23515.02
4721,26658.3,23992.47
4722,25680.7,23112.63
4723,25494.1,22944.69
4724,25422,22879.8
4725,25189.9,22670.91
4726,23882.4,21494.16
4727,21524.8,19372.32
4728,19270.8,17343.72
4729,18904,17013.6
4730,18472.6,16625.34
4731,18309.6,16478.64
4732,18431.5,16588.35
4733,18930.1,17037.09
4734,19761.1,17784.99
4735,22909,20618.1
4736,23521.4,21169.26
4737,24846.5,22361.85
4738,25220.1,22698.09
4739,25660.1,23094.09
4740,25765.1,23188.59
4741,25713.8,23142.42
4742,25339,22805.1
4743,25431.2,22888.08
4744,25613.4,23052.06
4745,25704,23133.6
4746,25409.4,22868.46
4747,24502.2,22051.98
4748,24642,22177.8
4749,24326.2,21893.58
4750,23242.4,20918.16
4751,20327.8,18295.02
4752,18562.5,16706.25
4753,18242.3,16418.07
4754,17879,16091.1
4755,17665.1,15898.59
4756,17625.7,15863.13
4757,17939.6,16145.64
4758,18776.1,16898.49
4759,22241.1,20016.99
4760,23733,21359.7
4761,24164,21747.6
4762,24310.1,21879.09
4763,24686.3,22217.67
4764,24241.6,21817.44
4765,24845.6,22361.04
4766,24309.9,21878.91
4767,23542.6,21188.34
4768,24426.6,21983.94
4769,24355.4,21919.86
4770,24136.3,21722.67
4771,22834.3,20550.87
4772,22987.3,20688.57
4773,23230.5,20907.45
4774,22469.2,20222.28
4775,19356.1,17420.49
4776,18144.8,16330.32
4777,17609.6,15848.64
4778,17397.4,15657.66
4779,17182.2,15463.98
4780,17348.7,15613.83
4781,17449.6,15704.64
4782,18639.5,16775.55
4783,21312.1,19180.89
4784,22717.7,20445.93
4785,22697,20427.3
4786,23524.9,21172.41
4787,23662.6,21296.34
4788,23577.3,21219.57
4789,23389,21050.1
4790,23128.4,20815.56
4791,23053.3,20747.97
4792,23531.3,21178.17
4793,23674.7,21307.23
4794,23504.8,21154.32
4795,23119.8,20807.82
4796,23109,20798.1
4797,23458.1,21112.29
4798,21622,19459.8
4799,19350.7,17415.63
4800,18213.4,16392.06
4801,17710.1,15939.09
4802,16837.1,15153.39
4803,16888.9,15200.01
4804,16565.7,14909.13
4805,17094.1,15384.69
4806,18182,16363.8
4807,20619.7,18557.73
4808,22204.5,19984.05
4809,22983.8,20685.42
4810,23155.9,20840.31
4811,23159.1,20843.19
4812,23449.1,21104.19
4813,23169.6,20852.64
4814,22920.9,20628.81
4815,23214.5,20893.05
4816,23272.3,20945.07
4817,23484,21135.6
4818,23179.2,20861.28
4819,22514.6,20263.14
4820,22185.1,19966.59
4821,22117.1,19905.39
4822,20743.6,18669.24
4823,19369.4,17432.46
4824,18227.1,16404.39
4825,17829,16046.1
4826,17259.4,15533.46
4827,16609.7,14948.73
4828,16697.6,15027.84
4829,16455.2,14809.68
4830,16204.6,14584.14
4831,17704,15933.6
4832,19671.4,17704.26
4833,20970.8,18873.72
4834,21191.2,19072.08
4835,21470,19323
4836,21654.2,19488.78
4837,21277.1,19149.39
4838,21449.9,19304.91
4839,21182.9,19064.61
4840,21499.3,19349.37
4841,21664.3,19497.87
4842,21117,19005.3
4843,20852.3,18767.07
4844,20738.6,18664.74
4845,20806.5,18725.85
4846,20013.6,18012.24
4847,19407.5,17466.75
4848,18596.9,16737.21
4849,17976,16178.4
4850,17130.9,15417.81
4851,16747.8,15073.02
4852,16788,15109.2
4853,16474.5,14827.05
4854,16867.9,15181.11
4855,17123.2,15410.88
4856,18626.5,16763.85
4857,20317.1,18285.39
4858,21436.6,19292.94
4859,21576.7,19419.03
4860,21606.1,19445.49
4861,22132.3,19919.07
4862,21867.2,19680.48
4863,22557.9,20302.11
4864,22395.7,20156.13
4865,23054.4,20748.96
4866,22788.6,20509.74
4867,22170.3,19953.27
4868,22057.5,19851.75
4869,22483.4,20235.06
4870,21894.6,19705.14
4871,20497.1,18447.39
4872,18557.2,16701.48
4873,18097.9,16288.11
4874,17826.9,16044.21
4875,17611.5,15850.35
4876,17136.7,15423.03
4877,17195.1,15475.59
4878,18046.2,16241.58
4879,21434.8,19291.32
4880,22694.2,20424.78
4881,23536.7,21183.03
4882,24533.3,22079.97
4883,25061.7,22555.53
4884,25755.9,23180.31
4885,25805.8,23225.22
4886,25427.4,22884.66
4887,25657.9,23092.11
4888,25796.4,23216.76
4889,25579,23021.1
4890,24593.3,22133.97
4891,23926.9,21534.21
4892,23476.8,21129.12
4893,23441.4,21097.26
4894,22476,20228.4
4895,19802.3,17822.07
4896,18277.8,16450.02
4897,17720.4,15948.36
4898,17902.6,16112.34
4899,17136.5,15422.85
4900,17086.3,15377.67
4901,17375,15637.5
4902,19131.2,17218.08
4903,21310.6,19179.54
4904,22526.3,20273.67
4905,22804.3,20523.87
4906,24228.2,21805.38
4907,24339.2,21905.28
4908,23901.1,21510.99
4909,23528.3,21175.47
4910,23456.7,21111.03
4911,23264.3,20937.87
4912,23208.7,20887.83
4913,23696.9,21327.21
4914,23115.1,20803.59
4915,22677.6,20409.84
4916,22614.8,20353.32
4917,23108.5,20797.65
4918,21138.1,19024.29
4919,18700.9,16830.81
4920,17796,16016.4
4921,17121.9,15409.71
4922,17185.2,15466.68
4923,16595.6,14936.04
4924,16614.4,14952.96
4925,16679.3,15011.37
4926,18131.9,16318.71
4927,19741,17766.9
4928,20832.1,18748.89
4929,22410,20169
4930,22661.9,20395.71
4931,23149.8,20834.82
4932,23203,20882.7
4933,22919.7,20627.73
4934,22872.5,20585.25
4935,22924.9,20632.41
4936,23189.8,20870.82
4937,23623.7,21261.33
4938,23271.9,20944.71
4939,22697.1,20427.39
4940,22882.6,20594.34
4941,23094.1,20784.69
4942,21088.5,18979.65
4943,18342.8,16508.52
4944,17598.8,15838.92
4945,17159.7,15443.73
4946,17113.1,15401.79
4947,16802.1,15121.89
4948,16464.5,14818.05
4949,17292.2,15562.98
4950,18202.9,16382.61
4951,20766.8,18690.12
4952,21919.4,19727.46
4953,22590.2,20331.18
4954,22797.5,20517.75
4955,23037.1,20733.39
4956,23078.5,20770.65
4957,22893.3,20603.97
4958,22753,20477.7
4959,22676.5,20408.85
4960,21894.4,19704.96
4961,23646,21281.4
4962,23150.2,20835.18
4963,22836.5,20552.85
4964,22803,20522.7
4965,22440.1,20196.09
4966,21857.4,19671.66
4967,18454.1,16608.69
4968,17408.3,15667.47
4969,17036.1,15332.49
4970,16891.2,15202.08
4971,16655.4,14989.86
4972,16601.4,14941.26
4973,17008.7,15307.83
4974,17482.1,15733.89
4975,20659.3,18593.37
4976,21892.4,19703.16
4977,22578.9,20321.01
4978,23026,20723.4
4979,23638.3,21274.47
4980,23734.2,21360.78
4981,23650.4,21285.36
4982,23164.4,20847.96
4983,23219.7,20897.73
4984,22961.1,20664.99
4985,23547.2,21192.48
4986,23326.9,20994.21
4987,22940.5,20646.45
4988,22864.7,20578.23
4989,22746,20471.4
4990,22127.9,19915.11
4991,19052.7,17147.43
4992,17725.5,15952.95
4993,17127.9,15415.11
4994,16924.4,15231.96
4995,17280.4,15552.36
4996,16756.9,15081.21
4997,16447.5,14802.75
4998,16227.2,14604.48
4999,17742.8,15968.52
5000,19170.3,17253.27
5001,20259.4,18233.46
5002,20839.9,18755.91
5003,21233.2,19109.88
5004,21362.9,19226.61
5005,20960.9,18864.81
5006,20808.4,18727.56
5007,20953.9,18858.51
5008,21237.5,19113.75
5009,21278.6,19150.74
5010,21351.9,19216.71
5011,20753.4,18678.06
5012,20659.5,18593.55
5013,20396.6,18356.94
5014,19740.9,17766.81
5015,18738.1,16864.29
5016,17771.6,15994.44
5017,17235.8,15512.22
5018,16865.5,15178.95
5019,16967.4,15270.66
5020,16306.1,14675.49
5021,15944.6,14350.14
5022,15912.6,14321.34
5023,16653.9,14988.51
5024,18324.1,16491.69
5025,19846.1,17861.49
5026,20809.6,18728.64
5027,21044.2,18939.78
5028,21194.7,19075.23
5029,21456.3,19310.67
5030,21167.7,19050.93
5031,21406.3,19265.67
5032,21686.1,19517.49
5033,22128.5,19915.65
5034,22283.1,20054.79
5035,21372.7,19235.43
5036,21403,19262.7
5037,21744.7,19570.23
5038,20865.7,18779.13
5039,19519.7,17567.73
5040,18202.5,16382.25
5041,17741.9,15967.71
5042,16722.5,15050.25
5043,16689.5,15020.55
5044,16756.7,15081.03
5045,16687.5,15018.75
5046,17742.5,15968.25
5047,21068.8,18961.92
5048,22393.2,20153.88
5049,23244.5,20920.05
5050,23941.3,21547.17
5051,24826.8,22344.12
5052,25487.6,22938.84
5053,25508.2,22957.38
5054,25456.6,22910.94
5055,24785.1,22306.59
5056,24708.3,22237.47
5057,24726.6,22253.94
5058,25113.2,22601.88
5059,24300.5,21870.45
5060,24426.1,21983.49
5061,24551.5,22096.35
5062,22523.4,20271.06
5063,20362.8,18326.52
5064,19417.7,17475.93
5065,18720.2,16848.18
5066,17709,15938.1
5067,17491.8,15742.62
5068,17077.5,15369.75
5069,16905.4,15214.86
5070,18402.1,16561.89
5071,21111.3,19000.17
5072,22379.4,20141.46
5073,23273.9,20946.51
5074,23945.3,21550.77
5075,24626.6,22163.94
5076,24754.5,22279.05
5077,24720.2,22248.18
5078,24603.9,22143.51
5079,24844.4,22359.96
5080,25005.3,22504.77
5081,25332.5,22799.25
5082,24896.7,22407.03
5083,24231.4,21808.26
5084,23979.5,21581.55
5085,24026.7,21624.03
5086,22482.1,20233.89
5087,19835.8,17852.22
5088,18375.7,16538.13
5089,17985.7,16187.13
5090,17298,15568.2
5091,17136.7,15423.03
5092,16736.4,15062.76
5093,17302,15571.8
5094,17748.4,15973.56
5095,20697.6,18627.84
5096,21979.3,19781.37
5097,22710.9,20439.81
5098,23431.2,21088.08
5099,23793.6,21414.24
5100,23764.4,21387.96
5101,23881.2,21493.08
5102,23833.5,21450.15
5103,24426.2,21983.58
5104,25046.1,22541.49
5105,25168.8,22651.92
5106,24594.1,22134.69
5107,24074.3,21666.87
5108,24164.2,21747.78
5109,24280.7,21852.63
5110,22391.7,20152.53
5111,19803.9,17823.51
5112,18698.4,16828.56
5113,18252.7,16427.43
5114,17789.5,16010.55
5115,17312.3,15581.07
5116,16441.7,14797.53
5117,16778.5,15100.65
5118,18490.1,16641.09
5119,20636.1,18572.49
5120,22403.1,20162.79
5121,23637.2,21273.48
5122,24335.7,21902.13
5123,24510.6,22059.54
5124,25078.9,22571.01
5125,25079.1,22571.19
5126,25203.1,22682.79
5127,25316.9,22785.21
5128,25524,22971.6
5129,25288.9,22760.01
5130,24932.4,22439.16
5131,24240.6,21816.54
5132,24200.3,21780.27
5133,24668.5,22201.65
5134,23162.8,20846.52
5135,20357,18321.3
5136,19234.9,17311.41
5137,18451.1,16605.99
5138,18391.3,16552.17
5139,17776,15998.4
5140,17254.6,15529.14
5141,17358.3,15622.47
5142,18630.3,16767.27
5143,20867.6,18780.84
5144,22815.1,20533.59
5145,23623,21260.7
5146,24652.5,22187.25
5147,25363.9,22827.51
5148,25200.5,22680.45
5149,24639.3,22175.37
5150,24924.5,22432.05
5151,24809.3,22328.37
5152,24929.7,22436.73
5153,24810.5,22329.45
5154,25058.6,22552.74
5155,24270.1,21843.09
5156,24219.3,21797.37
5157,23173.2,20855.88
5158,22690.2,20421.18
5159,19920.5,17928.45
5160,18407.1,16566.39
5161,17836.7,16053.03
5162,17653.6,15888.24
5163,17184.5,15466.05
5164,16946.1,15251.49
5165,16932,15238.8
5166,16367,14730.3
5167,17659.5,15893.55
5168,19649.9,17684.91
5169,20559.7,18503.73
5170,21932.5,19739.25
5171,22806,20525.4
5172,23162.3,20846.07
5173,23485.5,21136.95
5174,23245.1,20920.59
5175,23559.3,21203.37
5176,23274.4,20946.96
5177,22927.2,20634.48
5178,22741.4,20467.26
5179,22447.3,20202.57
5180,22480.7,20232.63
5181,22148.4,19933.56
5182,21432.9,19289.61
5183,19554.7,17599.23
5184,18869.5,16982.55
5185,18413.7,16572.33
5186,18167.4,16350.66
5187,17764,15987.6
5188,17385.3,15646.77
5189,17576.3,15818.67
5190,17539.2,15785.28
5191,18264.1,16437.69
5192,20318.8,18286.92
5193,21814.1,19632.69
5194,22306,20075.4
5195,22458,20212.2
5196,22635.1,20371.59
5197,23393.8,21054.42
5198,22386.6,20147.94
5199,22008.9,19808.01
5200,22348.2,20113.38
5201,22620.9,20358.81
5202,22528.4,20275.56
5203,22653.7,20388.33
5204,22232.4,20009.16
5205,21789.1,19610.19
5206,21060.4,18954.36
5207,19347.4,17412.66
5208,18450.8,16605.72
5209,17918.7,16126.83
5210,17429.7,15686.73
5211,17151.3,15436.17
5212,17130.5,15417.45
5213,17087,15378.3
5214,18114.6,16303.14
5215,20654.4,18588.96
5216,22003.8,19803.42
5217,22815.4,20533.86
5218,23230.4,20907.36
5219,23804.8,21424.32
5220,23770.4,21393.36
5221,23548.3,21193.47
5222,23428.3,21085.47
5223,23495.8,21146.22
5224,23734.4,21360.96
5225,24138.2,21724.38
5226,23556.3,21200.67
5227,23201.2,20881.08
5228,23408,21067.2
5229,22591.7,20332.53
5230,21211.4,19090.26
5231,19246.7,17322.03
5232,18452,16606.8
5233,17913.1,16121.79
5234,16866.2,15179.58
5235,16610.2,14949.18
5236,16561.9,14905.71
5237,16736.3,15062.67
5238,18013.7,16212.33
5239,20621.1,18558.99
5240,22088.8,19879.92
5241,22865.1,20578.59
5242,23388.6,21049.74
5243,24007.9,21607.11
5244,24200.9,21780.81
5245,24227.7,21804.93
5246,24006.4,21605.76
5247,23997.1,21597.39
5248,24175,21757.5
5249,24580.5,22122.45
5250,24264.9,21838.41
5251,23949.2,21554.28
5252,23999,21599.1
5253,23622.7,21260.43
5254,21930.9,19737.81
5255,19215.4,17293.86
5256,18466.3,16619.67
5257,18140.4,16326.36
5258,17385.1,15646.59
5259,17093.5,15384.15
5260,16339.5,14705.55
5261,17488.8,15739.92
5262,18426.3,16583.67
5263,21124,19011.6
5264,22280.1,20052.09
5265,23532.1,21178.89
5266,23846.8,21462.12
5267,24257.6,21831.84
5268,24299.1,21869.19
5269,24474.6,22027.14
5270,24302.5,21872.25
5271,24833.7,22350.33
5272,25180.5,22662.45
5273,24852.3,22367.07
5274,24520.6,22068.54
5275,24426.4,21983.76
5276,24894.3,22404.87
5277,23896,21506.4
5278,22654.6,20389.14
5279,19910.3,17919.27
5280,18597.2,16737.48
5281,18015.9,16214.31
5282,17780.2,16002.18
5283,17462.6,15716.34
5284,17348.1,15613.29
5285,18197.5,16377.75
5286,18711.7,16840.53
5287,21648.8,19483.92
5288,22610.5,20349.45
5289,23405.2,21064.68
5290,24165.1,21748.59
5291,24055.1,21649.59
5292,24058.2,21652.38
5293,24073.4,21666.06
5294,23865.4,21478.86
5295,24128.1,21715.29
5296,23841.5,21457.35
5297,24153.6,21738.24
5298,24102.3,21692.07
5299,23990.4,21591.36
5300,23663.5,21297.15
5301,23479.3,21131.37
5302,21117.4,19005.66
5303,19432.1,17488.89
5304,18327.4,16494.66
5305,17759.7,15983.73
5306,17401.8,15661.62
5307,16928.4,15235.56
5308,16816.5,15134.85
5309,17335.1,15601.59
5310,18602.4,16742.16
5311,21387.8,19249.02
5312,22715.5,20443.95
5313,23407.5,21066.75
5314,23559.1,21203.19
5315,24067.5,21660.75
5316,23496.9,21147.21
5317,23602.4,21242.16
5318,23315.6,20984.04
5319,23072.9,20765.61
5320,23209.6,20888.64
5321,23317,20985.3
5322,23308.3,20977.47
5323,23103.3,20792.97
5324,23152.8,20837.52
5325,22841.8,20557.62
5326,21124.8,19012.32
5327,18932.1,17038.89
5328,17726.7,15954.03
5329,17008.2,15307.38
5330,16653.1,14987.79
5331,16064.3,14457.87
5332,15811.5,14230.35
5333,15734.7,14161.23
5334,15590.1,14031.09
5335,17186.1,15467.49
5336,19172.9,17255.61
5337,21118.9,19007.01
5338,21082.8,18974.52
5339,22000,19800
5340,21437.6,19293.84
5341,21163,19046.7
5342,21277.2,19149.48
5343,21051.9,18946.71
5344,21095.2,18985.68
5345,21467.3,19320.57
5346,21097.2,18987.48
5347,20678.3,18610.47
5348,20740.5,18666.45
5349,20441.1,18396.99
5350,19570.9,17613.81
5351,17854.4,16068.96
5352,17483.3,15734.97
5353,17246.1,15521.49
5354,16904.1,15213.69
5355,16550.1,14895.09
5356,16131.1,14517.99
5357,16221.9,14599.71
5358,16255.6,14630.04
5359,16912.5,15221.25
5360,18350.1,16515.09
5361,19939.9,17945.91
5362,20987.8,18889.02
5363,21339.6,19205.64
5364,21423,19280.7
5365,21212.5,19091.25
5366,21193.7,19074.33
5367,21135.6,19022.04
5368,21414,19272.6
5369,21638.4,19474.56
5370,21799.6,19619.64
5371,21512.4,19361.16
5372,21299.9,19169.91
5373,21254.6,19129.14
5374,20274.8,18247.32
5375,18819.2,16937.28
5376,18106.4,16295.76
5377,17939.4,16145.46
5378,17340.1,15606.09
5379,17103.9,15393.51
5380,16182.3,14564.07
5381,17495,15745.5
5382,18804.5,16924.05
5383,21560.4,19404.36
5384,23458.6,21112.74
5385,23993.3,21593.97
5386,24478.1,22030.29
5387,24944.8,22450.32
5388,24862.1,22375.89
5389,24966,22469.4
5390,24576.2,22118.58
5391,24683.6,22215.24
5392,25019.2,22517.28
5393,25366.9,22830.21
5394,24825.4,22342.86
5395,24107.7,21696.93
5396,24376.4,21938.76
5397,23868.6,21481.74
5398,22626.4,20363.76
5399,19848,17863.2
5400,18879.9,16991.91
5401,18456.8,16611.12
5402,17942.2,16147.98
5403,17597.7,15837.93
5404,17108,15397.2
5405,17190.1,15471.09
5406,18583.9,16725.51
5407,21534.6,19381.14
5408,22973.4,20676.06
5409,23587.5,21228.75
5410,24236.7,21813.03
5411,24542.6,22088.34
5412,24535.8,22082.22
5413,24334.3,21900.87
5414,24479,22031.1
5415,24534.3,22080.87
5416,24811.1,22329.99
5417,24699.9,22229.91
5418,24360.5,21924.45
5419,23938.1,21544.29
5420,24209.1,21788.19
5421,23739,21365.1
5422,22492.2,20242.98
5423,19472.1,17524.89
5424,18587.2,16728.48
5425,18270,16443
5426,17520.7,15768.63
5427,17199.7,15479.73
5428,16510,14859
5429,17228.7,15505.83
5430,18529.2,16676.28
5431,20552,18496.8
5432,22832.8,20549.52
5433,23014.6,20713.14
5434,24216,21794.4
5435,24399.4,21959.46
5436,24285.2,21856.68
5437,24448.3,22003.47
5438,24739,22265.1
5439,24514.7,22063.23
5440,25153.8,22638.42
5441,25321.4,22789.26
5442,24780.9,22302.81
5443,24500.4,22050.36
5444,24694.7,22225.23
5445,23905.2,21514.68
5446,22485.4,20236.86
5447,19862,17875.8
5448,19053.7,17148.33
5449,18021.4,16219.26
5450,17800.6,16020.54
5451,16942.6,15248.34
5452,16478.2,14830.38
5453,17110.9,15399.81
5454,19074.8,17167.32
5455,20972.4,18875.16
5456,22900.6,20610.54
5457,23183.3,20864.97
5458,24630.2,22167.18
5459,24346.4,21911.76
5460,24737.7,22263.93
5461,24681.6,22213.44
5462,24808.6,22327.74
5463,24707.1,22236.39
5464,24857.3,22371.57
5465,25189,22670.1
5466,24973.8,22476.42
5467,24450.7,22005.63
5468,24806.6,22325.94
5469,24115.1,21703.59
5470,22846.4,20561.76
5471,19551.1,17595.99
5472,18740.8,16866.72
5473,17977,16179.3
5474,17321.3,15589.17
5475,16965.4,15268.86
5476,16633.1,14969.79
5477,16474.2,14826.78
5478,18190.8,16371.72
5479,21763.1,19586.79
5480,23029,20726.1
5481,23576.3,21218.67
5482,24214.9,21793.41
5483,24573.9,22116.51
5484,24479.2,22031.28
5485,24535.2,22081.68
5486,24315.5,21883.95
5487,24390.3,21951.27
5488,24513.1,22061.79
5489,24762,22285.8
5490,24261.7,21835.53
5491,23560.8,21204.72
5492,23818.1,21436.29
5493,22762.8,20486.52
5494,21571.8,19414.62
5495,18770.5,16893.45
5496,17641.1,15876.99
5497,16731.7,15058.53
5498,16436.5,14792.85
5499,16173.9,14556.51
5500,15962.2,14365.98
5501,15869.1,14282.19
5502,15791.8,14212.62
5503,17649.5,15884.55
5504,18622.5,16760.25
