17,joint_CF_with_extreme_days,10,4,ME,0.85,0.5,True,True,False,no-metal-air,0.04011617090476029,5863.230707883835,156972179818.74683,9200106594.718452,5853165843.026046,131000000.0,2518248600.0,358533697.2203446,0.0,903105.0977589067,2032392.5531204122,13906835.038828362,204038089.20901683,0.0,43553089.05265305,75628048.61845197,0.0,8782.489941508633,2,7427.669028588941,3562.8349374189825,8,0,0,0,4209265.646244112,147772073224.02838,1041155660.3773588,0.0,0.0,1054200000.0,145497562581.1906,148278982.46044457,14586000.0,16290000.0,10116217.510058494,3,18,10,145497562.58119088,0.0,165707.3573869553,1.9704583870212113e-09,Production:,19046.822688155793,880783.453456999,2781399.7385289795,23158259.723930337,0.0,66643953.90067404,12609346.801766867,0.0,35630333.1891691,23127698.65063229,39230506.22656573,0.0,established:,0.0,0.0,0.0,0.0,0.0,122.0,3.0,0.0,2142.9999999999995,868.0,848.0,0.0,decommissioned:,22.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Power_network_size,cluster_method,Rep-Days,Emis-case,Elec_scenario,reduc-goal,RPS,UC-active?,UC-rlx?,int-vars-rlx?,Metal-air-cost,MI-gap(%),Run time(sec),Total-cost,Power-cost,est-cost,decom-cost,FOM,VOM,nuc-fuel-cost,gas-fuel-cost,startup-cost,e-shed-cost,storage1-cost,storage2-cost,tran-est-cost,trans_FOM,CCS-cost,emission_e,num-est-tran,total-str1-lev,total-str1-cap,num-est-str1,total-str2-lev,total-str2-cap,num-est-str2,total-flow,NG-cost,NG-import-cost,LCDF-import-cost,inv-storage,FOM-storage,g-shed-cost,pipe-est-cost,pipe_FOM,pipe_Dec_cost,emission_g,num-est-pipe,num_decom_pipe,num_operational_pipe,total-ng-shed,total-LCDF-import,total-flowGE,total-flowGL,Production:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,established:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,decommissioned:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new
17,joint_CF_with_extreme_days,10,4,RF,0.85,0.5,True,True,False,no-metal-air,0.09204778203792037,5919.866531610489,242011470375.85287,9027337024.932762,5594584865.450996,139000000.0,2403415600.0,333643809.40118223,0.0,264031.01877390075,747430.0735034243,7713057.17828311,448231783.8752895,0.0,25876538.098103333,74123940.8554073,0.0,2567.6411000030716,1,16977.211875092737,7281.177006388177,8,0,0,0,3968871.6774848895,232984133350.9201,1041449569.6881046,0.0,0.0,1054200000.0,230753554912.80798,101538868.42400011,20790000.0,12600000.0,10122432.358900001,3,15,13,230753554.91280806,0.0,48446.05849062419,4902434.405776665,Production:,5568.512470186666,880672.803350399,2781270.287239491,23352250.208263215,0.0,58519978.54002942,20508037.06934225,0.0,35541611.67323269,23006666.532594055,38906669.500638895,0.0,established:,0.0,0.0,0.0,0.0,0.0,103.0,5.0,0.0,2142.9999999999995,868.0,841.0,0.0,decommissioned:,38.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Power_network_size,cluster_method,Rep-Days,Emis-case,Elec_scenario,reduc-goal,RPS,UC-active?,UC-rlx?,int-vars-rlx?,Metal-air-cost,MI-gap(%),Run time(sec),Total-cost,Power-cost,est-cost,decom-cost,FOM,VOM,nuc-fuel-cost,gas-fuel-cost,startup-cost,e-shed-cost,storage1-cost,storage2-cost,tran-est-cost,trans_FOM,CCS-cost,emission_e,num-est-tran,total-str1-lev,total-str1-cap,num-est-str1,total-str2-lev,total-str2-cap,num-est-str2,total-flow,NG-cost,NG-import-cost,LCDF-import-cost,inv-storage,FOM-storage,g-shed-cost,pipe-est-cost,pipe_FOM,pipe_Dec_cost,emission_g,num-est-pipe,num_decom_pipe,num_operational_pipe,total-ng-shed,total-LCDF-import,total-flowGE,total-flowGL,Production:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,established:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,decommissioned:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new
17,joint_CF_with_extreme_days,10,4,HE,0.9,0.5,True,True,False,no-metal-air,0.0337983910027927,5949.744126796722,157001490519.86996,9834451008.671469,6346823000.691253,120500000.0,2744923600.0,386355390.298767,0.0,1499052.655975923,2917354.6424543047,47898255.60321617,30609776.929397337,0.0,76031938.16520779,78391692.34117584,0.0,14577.943259949361,3,1121.8514546569395,528.2520991400802,2,0,0,0,4061039.204945615,147167039511.1985,694604822.0912087,0.0,0.0,1054200000.0,145270027996.1215,114432692.98577788,21054000.0,12720000.0,6735422.056740049,2,15,12,145270027.99612147,0.0,275055.5332065916,8272153.488881822,Production:,31615.57852949326,878919.112096999,2778906.4014778505,23828449.783001024,0.0,75614637.05915466,4062063.5551727605,0.0,32945210.294382248,22923989.811423294,43903007.55779591,0.0,established:,0.0,0.0,0.0,0.0,0.0,152.0,1.0,0.0,1964.0,868.0,949.0,0.0,decommissioned:,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Power_network_size,cluster_method,Rep-Days,Emis-case,Elec_scenario,reduc-goal,RPS,UC-active?,UC-rlx?,int-vars-rlx?,Metal-air-cost,MI-gap(%),Run time(sec),Total-cost,Power-cost,est-cost,decom-cost,FOM,VOM,nuc-fuel-cost,gas-fuel-cost,startup-cost,e-shed-cost,storage1-cost,storage2-cost,tran-est-cost,trans_FOM,CCS-cost,emission_e,num-est-tran,total-str1-lev,total-str1-cap,num-est-str1,total-str2-lev,total-str2-cap,num-est-str2,total-flow,NG-cost,NG-import-cost,LCDF-import-cost,inv-storage,FOM-storage,g-shed-cost,pipe-est-cost,pipe_FOM,pipe_Dec_cost,emission_g,num-est-pipe,num_decom_pipe,num_operational_pipe,total-ng-shed,total-LCDF-import,total-flowGE,total-flowGL,Production:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,established:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,decommissioned:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new
17,joint_CF_with_extreme_days,10,4,ME,0.8,0.5,True,True,False,no-metal-air,0.06520558000021266,6672.611012458801,93758497129.1643,9160724304.602806,5792682523.734816,128504500.0,2514449800.0,367149903.0621069,0.0,1123568.6713120216,1979457.2410734089,18811600.697516255,217965382.1962067,0.0,43553089.05265305,75628048.61845197,0.0,10926.447629272867,2,8367.79511941415,3447.969066559253,4,0,0,0,4331358.291690322,84597772824.5615,1388207547.1698146,0.0,0.0,1054200000.0,81858769330.01567,261099947.3760002,19206000.0,16290000.0,13489073.552370725,5,18,12,81858769.3300156,0.0,206159.38923156355,2.165921629219117e-10,Production:,23696.48152086938,874027.3551741991,2779147.566371417,23668753.34203459,0.0,69983368.35798703,8557289.432283558,0.0,35531418.59540204,23096834.346585162,39369293.39482014,0.0,established:,0.0,0.0,0.0,0.0,0.0,121.0,2.0,0.0,2144.0,868.0,851.0,0.0,decommissioned:,17.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Power_network_size,cluster_method,Rep-Days,Emis-case,Elec_scenario,reduc-goal,RPS,UC-active?,UC-rlx?,int-vars-rlx?,Metal-air-cost,MI-gap(%),Run time(sec),Total-cost,Power-cost,est-cost,decom-cost,FOM,VOM,nuc-fuel-cost,gas-fuel-cost,startup-cost,e-shed-cost,storage1-cost,storage2-cost,tran-est-cost,trans_FOM,CCS-cost,emission_e,num-est-tran,total-str1-lev,total-str1-cap,num-est-str1,total-str2-lev,total-str2-cap,num-est-str2,total-flow,NG-cost,NG-import-cost,LCDF-import-cost,inv-storage,FOM-storage,g-shed-cost,pipe-est-cost,pipe_FOM,pipe_Dec_cost,emission_g,num-est-pipe,num_decom_pipe,num_operational_pipe,total-ng-shed,total-LCDF-import,total-flowGE,total-flowGL,Production:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,established:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,decommissioned:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new
17,joint_CF_with_extreme_days,10,4,ME,0.9,0.5,True,True,False,no-metal-air,0.00878817024284433,9156.32556772232,220218061520.8849,9136748403.14208,5877485852.568857,132000000.0,2515504600.0,365921439.963682,0.0,1047642.139676231,2469245.2487574276,55153403.99268301,69032723.697001,0.0,43553089.05265305,75628048.61845197,0.0,10188.079523456925,2,2546.2590638596303,1177.9464473807113,6,0,0,0,4144101.721302174,211081313117.7428,694399826.9598734,0.0,0.0,1054200000.0,209203328422.35895,101538868.42400008,10626000.0,17220000.0,6739811.920476539,2,19,8,209203328.42235884,0.0,192227.9155369231,4938272.484482089,Production:,22095.16270539348,880783.453456999,2778950.731880534,23622139.66040532,0.0,69772900.19305758,8473231.592433674,0.0,35435522.56498405,23093646.33437515,39461818.17365635,0.0,established:,0.0,0.0,0.0,0.0,0.0,125.0,2.0,0.0,2142.0,868.0,853.0,0.0,decommissioned:,24.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Power_network_size,cluster_method,Rep-Days,Emis-case,Elec_scenario,reduc-goal,RPS,UC-active?,UC-rlx?,int-vars-rlx?,Metal-air-cost,MI-gap(%),Run time(sec),Total-cost,Power-cost,est-cost,decom-cost,FOM,VOM,nuc-fuel-cost,gas-fuel-cost,startup-cost,e-shed-cost,storage1-cost,storage2-cost,tran-est-cost,trans_FOM,CCS-cost,emission_e,num-est-tran,total-str1-lev,total-str1-cap,num-est-str1,total-str2-lev,total-str2-cap,num-est-str2,total-flow,NG-cost,NG-import-cost,LCDF-import-cost,inv-storage,FOM-storage,g-shed-cost,pipe-est-cost,pipe_FOM,pipe_Dec_cost,emission_g,num-est-pipe,num_decom_pipe,num_operational_pipe,total-ng-shed,total-LCDF-import,total-flowGE,total-flowGL,Production:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,established:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,decommissioned:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new
17,joint_CF_with_extreme_days,10,4,RF,0.9,0.5,True,True,False,no-metal-air,0.011806796804962803,16708.379279136658,305080835168.2124,8860736458.75113,5608983721.684747,139504500.0,2401725800.0,333927999.01632774,0.0,104084.35642924224,361548.47476219654,13504673.989666525,243547077.9145243,0.0,43553089.05265305,75628048.61845197,0.0,1012.1964937155668,2,8779.003050474681,4324.585660194483,9,0,0,0,3981918.9634535285,296220098709.4613,694475323.3201334,0.0,0.0,1054200000.0,294403452184.3863,40293201.755555585,12408000.0,15270000.0,6748987.803506283,1,18,8,294403452.1843869,0.0,19098.04705123708,6197653.916049773,Production:,2195.177821981277,873916.0387207976,2782489.487410762,24849063.869673304,0.0,59953779.27446365,17074063.377449885,0.0,35116835.0022718,23020619.2632498,39323031.00540197,0.0,established:,0.0,0.0,0.0,0.0,0.0,105.0,4.0,0.0,2144.0,868.0,850.0,0.0,decommissioned:,39.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Power_network_size,cluster_method,Rep-Days,Emis-case,Elec_scenario,reduc-goal,RPS,UC-active?,UC-rlx?,int-vars-rlx?,Metal-air-cost,MI-gap(%),Run time(sec),Total-cost,Power-cost,est-cost,decom-cost,FOM,VOM,nuc-fuel-cost,gas-fuel-cost,startup-cost,e-shed-cost,storage1-cost,storage2-cost,tran-est-cost,trans_FOM,CCS-cost,emission_e,num-est-tran,total-str1-lev,total-str1-cap,num-est-str1,total-str2-lev,total-str2-cap,num-est-str2,total-flow,NG-cost,NG-import-cost,LCDF-import-cost,inv-storage,FOM-storage,g-shed-cost,pipe-est-cost,pipe_FOM,pipe_Dec_cost,emission_g,num-est-pipe,num_decom_pipe,num_operational_pipe,total-ng-shed,total-LCDF-import,total-flowGE,total-flowGL,Production:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,established:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,decommissioned:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new
17,joint_CF_with_extreme_days,10,4,RF,0.95,0.5,True,True,False,no-metal-air,0.0421483732310541,390.5481119155884,368499509783.6564,9012859789.883623,5639711962.034763,139100000.0,2418500600.0,345007155.39808387,0.0,9.843859635869155e-06,0.0,33023889.635156672,302271460.11648864,0.0,58355387.210658066,76887584.57813117,1750.9103488909327,1.2472696355554055e-10,2,11342.832078918695,4997.78659937862,9,0,0,0,3921164.3971961387,359486649993.77277,347610573.41944885,0.0,0.0,1054200000.0,358063599420.3547,0.0,1980000.0,19260000.0,3375000.000000003,0,23,2,358063599.42035484,0.0,2.3677990586823087e-09,9319209.791483747,Production:,2.0761066404870092e-07,880098.7909519989,2694263.502092071,23158676.389753137,0.0,62364821.38470398,16540439.385705575,17028.28385862238,35495938.08161858,23139920.92174981,38906669.500643246,0.0,established:,0.0,0.0,0.0,0.0,0.0,104.0,4.0,1.0,2142.0,873.0,841.0,0.0,decommissioned:,38.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Power_network_size,cluster_method,Rep-Days,Emis-case,Elec_scenario,reduc-goal,RPS,UC-active?,UC-rlx?,int-vars-rlx?,Metal-air-cost,MI-gap(%),Run time(sec),Total-cost,Power-cost,est-cost,decom-cost,FOM,VOM,nuc-fuel-cost,gas-fuel-cost,startup-cost,e-shed-cost,storage1-cost,storage2-cost,tran-est-cost,trans_FOM,CCS-cost,emission_e,num-est-tran,total-str1-lev,total-str1-cap,num-est-str1,total-str2-lev,total-str2-cap,num-est-str2,total-flow,NG-cost,NG-import-cost,LCDF-import-cost,inv-storage,FOM-storage,g-shed-cost,pipe-est-cost,pipe_FOM,pipe_Dec_cost,emission_g,num-est-pipe,num_decom_pipe,num_operational_pipe,total-ng-shed,total-LCDF-import,total-flowGE,total-flowGL,Production:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,established:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,decommissioned:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new
17,joint_CF_with_extreme_days,10,4,HE,0.95,0.5,True,True,False,no-metal-air,0.03114394208529494,503.89669394493103,220242454231.32443,9827950297.77547,6347440292.542148,121004500.0,2744650800.0,384843336.9290981,0.0,1494903.6263694344,2952336.5010069674,56309452.051376864,16325949.245467504,0.0,76031938.16520779,78391692.34117584,0.0,14537.594898638534,3,571.568016305446,303.88551375287966,2,0,0,0,4742184.064055243,210414503933.54895,347060742.48827773,0.0,0.0,1054200000.0,208948511989.30515,40293201.755555585,6468000.0,17970000.0,3360462.4051013645,1,20,6,208948511.98930493,0.0,274294.2433705384,147418.95543038595,Production:,31528.073950636586,872929.0734065989,2782569.6035747644,24070970.805917304,0.0,75311204.26651768,4064837.6133779394,0.0,32553662.471444894,22901502.966190998,44319369.062558934,0.0,established:,0.0,0.0,0.0,0.0,0.0,152.0,1.0,0.0,1940.0,867.0,958.0,0.0,decommissioned:,2.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Power_network_size,cluster_method,Rep-Days,Emis-case,Elec_scenario,reduc-goal,RPS,UC-active?,UC-rlx?,int-vars-rlx?,Metal-air-cost,MI-gap(%),Run time(sec),Total-cost,Power-cost,est-cost,decom-cost,FOM,VOM,nuc-fuel-cost,gas-fuel-cost,startup-cost,e-shed-cost,storage1-cost,storage2-cost,tran-est-cost,trans_FOM,CCS-cost,emission_e,num-est-tran,total-str1-lev,total-str1-cap,num-est-str1,total-str2-lev,total-str2-cap,num-est-str2,total-flow,NG-cost,NG-import-cost,LCDF-import-cost,inv-storage,FOM-storage,g-shed-cost,pipe-est-cost,pipe_FOM,pipe_Dec_cost,emission_g,num-est-pipe,num_decom_pipe,num_operational_pipe,total-ng-shed,total-LCDF-import,total-flowGE,total-flowGL,Production:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,established:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,decommissioned:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new
17,joint_CF_with_extreme_days,10,4,ME,0.95,0.5,True,True,False,no-metal-air,0.031476794454441924,1213.8037791252136,283514218691.1051,9183246503.315266,5881093705.854049,132000000.0,2518951600.0,358422765.963224,0.0,1000393.634536879,2450007.094733849,22224471.522998292,148922815.20915195,0.0,43553089.05265305,75628048.61845197,0.0,9728.598647789831,2,4380.581001253438,3460.7708732438987,5,0,0,0,4211286.011089701,274330972187.78983,347497371.49084294,0.0,0.0,1054200000.0,272873904254.89474,32234561.40444447,4356000.0,18780000.0,3365271.401352213,1,22,4,272873904.25489473,0.0,183558.46505263838,7430713.380072379,Production:,21098.67414398142,880783.453456999,2780390.7407527645,23297043.592081364,0.0,66744074.78135013,12298449.342876757,0.0,35544192.058017984,23122324.000723466,39323031.005402036,0.0,established:,0.0,0.0,0.0,0.0,0.0,123.0,3.0,0.0,2143.0,868.0,850.0,0.0,decommissioned:,24.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Power_network_size,cluster_method,Rep-Days,Emis-case,Elec_scenario,reduc-goal,RPS,UC-active?,UC-rlx?,int-vars-rlx?,Metal-air-cost,MI-gap(%),Run time(sec),Total-cost,Power-cost,est-cost,decom-cost,FOM,VOM,nuc-fuel-cost,gas-fuel-cost,startup-cost,e-shed-cost,storage1-cost,storage2-cost,tran-est-cost,trans_FOM,CCS-cost,emission_e,num-est-tran,total-str1-lev,total-str1-cap,num-est-str1,total-str2-lev,total-str2-cap,num-est-str2,total-flow,NG-cost,NG-import-cost,LCDF-import-cost,inv-storage,FOM-storage,g-shed-cost,pipe-est-cost,pipe_FOM,pipe_Dec_cost,emission_g,num-est-pipe,num_decom_pipe,num_operational_pipe,total-ng-shed,total-LCDF-import,total-flowGE,total-flowGL,Production:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,established:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,decommissioned:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new
17,joint_CF_with_extreme_days,10,4,HX,0.95,0.5,True,True,False,no-metal-air,0.007860414157405972,1345.2285370826721,216195370508.13684,9504845917.499083,6195366657.513172,124500000.0,2655467600.0,374047020.6050101,0.0,1380141.9988523906,2981944.6849168437,51174228.42950246,10205716.021116314,0.0,17676550.95454972,73426199.29082279,0.0,13421.564392509486,1,372.0293474884224,177.78905563426787,4,0,0,0,3641274.290215472,206690524590.63776,347568927.0414175,0.0,0.0,1054200000.0,205262223663.59637,0.0,11682000.0,14850000.0,3361578.4356074925,0,18,7,205262223.6635963,0.0,253237.06400961298,8624015.354079397,Production:,29107.70850685207,878919.1120969991,2778308.097624082,23387837.835179977,0.0,71708298.6026504,7679994.524611962,0.0,34497131.083278984,22985134.32947637,41636150.47630799,0.0,established:,0.0,0.0,0.0,0.0,0.0,139.0,2.0,0.0,2091.0,868.0,900.0,0.0,decommissioned:,9.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Power_network_size,cluster_method,Rep-Days,Emis-case,Elec_scenario,reduc-goal,RPS,UC-active?,UC-rlx?,int-vars-rlx?,Metal-air-cost,MI-gap(%),Run time(sec),Total-cost,Power-cost,est-cost,decom-cost,FOM,VOM,nuc-fuel-cost,gas-fuel-cost,startup-cost,e-shed-cost,storage1-cost,storage2-cost,tran-est-cost,trans_FOM,CCS-cost,emission_e,num-est-tran,total-str1-lev,total-str1-cap,num-est-str1,total-str2-lev,total-str2-cap,num-est-str2,total-flow,NG-cost,NG-import-cost,LCDF-import-cost,inv-storage,FOM-storage,g-shed-cost,pipe-est-cost,pipe_FOM,pipe_Dec_cost,emission_g,num-est-pipe,num_decom_pipe,num_operational_pipe,total-ng-shed,total-LCDF-import,total-flowGE,total-flowGL,Production:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,established:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,decommissioned:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new
17,joint_CF_with_extreme_days,2,1,HE,0.8,0.5,True,True,False,high,0.47437546290396876,117.95281553268433,130855596047.74724,8603129519.494162,5118717962.2249,120500000.0,2379317600.0,386091327.13115174,0.0,421689884.50758773,0.0,0.0,57631607.95942235,0.0,43553089.05265306,75628048.61845197,0.0,4100837.40897287,2,1668.5349615250982,1361.359708099153,4,0.0,0.0,0,763479.5894417033,122252466528.25308,518986399.7553106,0.0,0.0,505800000.0,114939921840.31906,5592696403.671116,273372000.0,0.0,8342917.6829975955,69,0,94,114939921.84031911,0.0,15151955.692556411,2473168.8780511627,Production:,8893596.636245655,889955.6270496004,2753234.5439802734,23183143.206775494,0.0,66581786.31866352,4357206.178303007,0.0,35547458.40848353,23128664.817681096,40337837.14329605,0.0,established:,0.0,0.0,0.0,0.0,0.0,84.0,1.0,0.0,2143.0,868.0,876.0,0.0,decommissioned:,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Power_network_size,cluster_method,Rep-Days,Emis-case,Elec_scenario,reduc-goal,RPS,UC-active?,UC-rlx?,int-vars-rlx?,Metal-air-cost,MI-gap(%),Run time(sec),Total-cost,Power-cost,est-cost,decom-cost,FOM,VOM,nuc-fuel-cost,gas-fuel-cost,startup-cost,e-shed-cost,storage1-cost,storage2-cost,tran-est-cost,trans_FOM,CCS-cost,emission_e,num-est-tran,total-str1-lev,total-str1-cap,num-est-str1,total-str2-lev,total-str2-cap,num-est-str2,total-flow,NG-cost,NG-import-cost,LCDF-import-cost,inv-storage,FOM-storage,g-shed-cost,pipe-est-cost,pipe_FOM,pipe_Dec_cost,emission_g,num-est-pipe,num_decom_pipe,num_operational_pipe,total-ng-shed,total-LCDF-import,total-flowGE,total-flowGL,Production:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,established:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,decommissioned:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new
17,joint_CF_with_extreme_days,2,1,HE,0.8,0.5,True,True,False,high,0.47437546290396876,110.78261089324951,130855596047.74724,8603129519.494162,5118717962.2249,120500000.0,2379317600.0,386091327.13115174,0.0,421689884.50758773,0.0,0.0,57631607.95942235,0.0,43553089.05265306,75628048.61845197,0.0,4100837.40897287,2,1668.5349615250982,1361.359708099153,4,0.0,0.0,0,763479.5894417033,122252466528.25308,518986399.7553106,0.0,0.0,505800000.0,114939921840.31906,5592696403.671116,273372000.0,0.0,8342917.6829975955,69,0,94,114939921.84031911,0.0,15151955.692556411,2473168.8780511627,Production:,8893596.636245655,889955.6270496004,2753234.5439802734,23183143.206775494,0.0,66581786.31866352,4357206.178303007,0.0,35547458.40848353,23128664.817681096,40337837.14329605,0.0,established:,0.0,0.0,0.0,0.0,0.0,84.0,1.0,0.0,2143.0,868.0,876.0,0.0,decommissioned:,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Power_network_size,cluster_method,Rep-Days,Emis-case,Elec_scenario,reduc-goal,RPS,UC-active?,UC-rlx?,int-vars-rlx?,Metal-air-cost,MI-gap(%),Run time(sec),Total-cost,Power-cost,est-cost,decom-cost,FOM,VOM,nuc-fuel-cost,gas-fuel-cost,startup-cost,e-shed-cost,storage1-cost,storage2-cost,tran-est-cost,trans_FOM,CCS-cost,emission_e,num-est-tran,total-str1-lev,total-str1-cap,num-est-str1,total-str2-lev,total-str2-cap,num-est-str2,total-flow,NG-cost,NG-import-cost,LCDF-import-cost,inv-storage,FOM-storage,g-shed-cost,pipe-est-cost,pipe_FOM,pipe_Dec_cost,emission_g,num-est-pipe,num_decom_pipe,num_operational_pipe,total-ng-shed,total-LCDF-import,total-flowGE,total-flowGL,Production:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,established:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,decommissioned:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new
17,joint_CF_with_extreme_days,2,1,HE,0.95,0.5,True,True,False,high,0.32003263096219725,98.84424090385437,130911770522.27783,8659303994.024742,5097917322.096229,121000000.0,2374157600.0,359158550.28635377,0.0,225712264.15094367,109470396.07800475,0.0,236644889.62444916,0.0,58355387.21065807,76887584.57813117,0.0,2195000.000000002,2,8139.1829669815925,4525.276932851505,8,0.0,0.0,0,806063.5078180165,122252466528.25308,714964020.1119547,0.0,0.0,505800000.0,114939921840.31906,5592696403.671116,273372000.0,0.0,8342917.6829975955,69,0,94,114939921.84031911,0.0,15151955.692556411,2473168.8780511627,Production:,4760355.671221002,889955.6270496004,2753234.543980274,22185777.404201448,0.0,60440990.22455516,16575910.403736439,0.0,36100031.52003545,23128664.81768107,39785264.031744,0.0,established:,0.0,0.0,0.0,0.0,0.0,76.0,4.0,0.0,2143.0,868.0,864.0,0.0,decommissioned:,2.0,0.0,3.552713678800501e-15,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
